Wed, 14 Sep 2016 16:16:24 INFO     <-getHbaList
Wed, 14 Sep 2016 16:16:24 INFO     ->getVfnList
Wed, 14 Sep 2016 16:16:27 INFO     <-getVfnList
Wed, 14 Sep 2016 16:16:27 INFO     <-getPartitionTemplate
Wed, 14 Sep 2016 16:16:28 INFO     Retriving the partition info and loading into template....
Wed, 14 Sep 2016 16:16:28 INFO     ->getPartitionTemplate
Wed, 14 Sep 2016 16:16:28 INFO     ->setBootDevice
Wed, 14 Sep 2016 16:16:28 INFO     <-setBootDevice
Wed, 14 Sep 2016 16:16:28 INFO     ->getNicList
Wed, 14 Sep 2016 16:16:28 INFO     ->getHbaList
Wed, 14 Sep 2016 16:16:28 INFO     <-getHbaList
Wed, 14 Sep 2016 16:16:28 INFO     ->getVfnList
Wed, 14 Sep 2016 16:16:28 INFO     <-getVfnList
Wed, 14 Sep 2016 16:16:28 INFO     <-getPartitionTemplate
Wed, 14 Sep 2016 16:16:29 INFO     Retriving the partition info and loading into template....
Wed, 14 Sep 2016 16:16:29 INFO     ->getPartitionTemplate
Wed, 14 Sep 2016 16:16:29 INFO     ->setBootDevice
Wed, 14 Sep 2016 16:16:29 INFO     <-setBootDevice
Wed, 14 Sep 2016 16:16:29 INFO     ->getNicList
Wed, 14 Sep 2016 16:16:29 INFO     ->getHbaList
Wed, 14 Sep 2016 16:16:29 INFO     <-getHbaList
Wed, 14 Sep 2016 16:16:29 INFO     ->getVfnList
Wed, 14 Sep 2016 16:16:29 INFO     <-getVfnList
Wed, 14 Sep 2016 16:16:29 INFO     <-getPartitionTemplate
Wed, 14 Sep 2016 16:16:31 INFO     Retriving the partition info and loading into template....
Wed, 14 Sep 2016 16:16:31 INFO     ->getPartitionTemplate
Wed, 14 Sep 2016 16:16:31 INFO     ->setBootDevice
Wed, 14 Sep 2016 16:16:31 INFO     <-setBootDevice
Wed, 14 Sep 2016 16:16:31 INFO     ->getNicList
Wed, 14 Sep 2016 16:16:31 INFO     ->getHbaList
Wed, 14 Sep 2016 16:16:31 INFO     <-getHbaList
Wed, 14 Sep 2016 16:16:31 INFO     ->getVfnList
Wed, 14 Sep 2016 16:16:31 INFO     <-getVfnList
Wed, 14 Sep 2016 16:16:31 INFO     <-getPartitionTemplate
Wed, 14 Sep 2016 16:16:32 INFO     Retriving the partition info and loading into template....
Wed, 14 Sep 2016 16:16:32 INFO     ->getPartitionTemplate
Wed, 14 Sep 2016 16:16:32 INFO     ->setBootDevice
Wed, 14 Sep 2016 16:16:32 INFO     <-setBootDevice
Wed, 14 Sep 2016 16:16:32 INFO     ->getNicList
Wed, 14 Sep 2016 16:16:32 INFO     ->getHbaList
Wed, 14 Sep 2016 16:16:32 INFO     <-getHbaList
Wed, 14 Sep 2016 16:16:32 INFO     ->getVfnList
Wed, 14 Sep 2016 16:16:32 INFO     <-getVfnList
Wed, 14 Sep 2016 16:16:32 INFO     <-getPartitionTemplate
Wed, 14 Sep 2016 16:16:33 INFO     Retriving the partition info and loading into template....
Wed, 14 Sep 2016 16:16:33 INFO     ->getPartitionTemplate
Wed, 14 Sep 2016 16:16:33 INFO     ->setBootDevice
Wed, 14 Sep 2016 16:16:33 INFO     <-setBootDevice
Wed, 14 Sep 2016 16:16:33 INFO     ->getNicList
Wed, 14 Sep 2016 16:16:33 INFO     ->getHbaList
Wed, 14 Sep 2016 16:16:33 INFO     <-getHbaList
Wed, 14 Sep 2016 16:16:33 INFO     ->getVfnList
Wed, 14 Sep 2016 16:16:33 INFO     <-getVfnList
Wed, 14 Sep 2016 16:16:33 INFO     <-getPartitionTemplate
Wed, 14 Sep 2016 16:16:35 INFO     Retriving the partition info and loading into template....
Wed, 14 Sep 2016 16:16:35 INFO     ->getPartitionTemplate
Wed, 14 Sep 2016 16:16:35 INFO     ->setBootDevice
Wed, 14 Sep 2016 16:16:35 INFO     <-setBootDevice
Wed, 14 Sep 2016 16:16:35 INFO     ->getNicList
Wed, 14 Sep 2016 16:16:35 INFO     ->getHbaList
Wed, 14 Sep 2016 16:16:35 INFO     <-getHbaList
Wed, 14 Sep 2016 16:16:35 INFO     ->getVfnList
Wed, 14 Sep 2016 16:16:35 INFO     <-getVfnList
Wed, 14 Sep 2016 16:16:35 INFO     <-getPartitionTemplate
Wed, 14 Sep 2016 16:16:35 INFO     template created successfully...
Wed, 14 Sep 2016 16:16:35 INFO     <-createTemplate
Wed, 14 Sep 2016 16:16:38 DEBUG    template_name /home/preethi/edrive/shristi-hackathon/Partition_TemplateEngine/partitionengine/templates/base_P000S67B/base_template.json
Wed, 14 Sep 2016 16:16:38 INFO     <-exportPartition
Wed, 14 Sep 2016 16:16:38 DEBUG    
****************************************************************************************************
Successfully Completed
****************************************************************************************************
